name,category,price,full_price,rating_value,rating_reviewCount,latitude,longitude,room_info,bed_info
Apartamento para COP 30,Apartamento ⋅ Belém,2510.59,27616.49,0.0,0,-1.4152191569016996,-48.47317384334776,2 quartos,2 camas
Edifício Porto de Dover ap-1305,Apartamento ⋅ Pedreira,6500.0,71500.0,0.0,0,-1.4283,-48.4668,2 quartos,2 camas
Excelente apartamento para COP30,Apartamento ⋅ Marco,8216.47,90381.17,0.0,0,-1.43304,-48.45588,4 quartos,4 camas
Apartamento Flat Cop30 303,Apartamento ⋅ Pedreira,3594.71,39541.81,4.82,11,-1.425110687397056,-48.47400093331653,5 camas,
"Viva a COP em aconchegante apto, a 2km do Hangar!",Apartamento ⋅ Pedreira,3255.35,35808.85,0.0,0,-1.4338,-48.4738,2 quartos,3 camas
"Apartamento Premium COP 30, Bairro nobre de belém",Apartamento ⋅ Umarizal,6086.12,66947.31999999999,0.0,0,-1.440322299330306,-48.48915761485884,3 quartos,3 camas
Alto Padrão próximo ao Hangar para a COP 30,Apartamento ⋅ Belém,5031.82,55350.02,0.0,0,-1.4293,-48.4627,2 quartos,2 camas queen
COP 30 - Apartamento Completo,Apartamento ⋅ Pedreira,3969.41,43663.509999999995,0.0,0,-1.43675,-48.47258,3 quartos,3 camas
Ap requintado perto do aeroporto,Apartamento ⋅ Marambaia,1926.38,21190.18,4.72,43,-1.403,-48.4536,1 quarto,1 cama
Apartamento Exclusivo COP 30,Apartamento ⋅ Batista Campos,4569.9,50268.899999999994,0.0,0,-1.4614,-48.4894,3 quartos,6 camas
106 Apto 2Qts Moderno e Atual,Apartamento ⋅ Belém,3476.75,38244.25,0.0,0,-1.4433,-48.4693,2 quartos,2 camas
Alugo excelente apartamento no bairro do Guamá,Apartamento ⋅ Belém,1153.41,12687.51,0.0,0,-1.47262,-48.45512,3 quartos,3 camas
Pérola da COP 30,Apartamento ⋅ Belém,5705.89,62764.79,0.0,0,-1.4439,-48.4854,4 quartos,4 camas
COP 30- Próximo aos pontos turísticos,Casa ⋅ Belém,924.35,10167.85,0.0,0,-1.46983,-48.49682,2 quartos,2 camas
Suíte 3 em frente o hangar próximo o aeroporto,Quarto em Marco,2285.05,25135.550000000003,4.58,84,-1.42335,-48.4576,1 cama de casal,
Próximo dos principais eventos da cop30 em Belém,Apartamento ⋅ Belém,1809.7,19906.7,0.0,0,-1.424519622912367,-48.46694387120409,1 quarto,1 cama
305 2Qtos 15 min Centro,Apartamento ⋅ Marco,2252.75,24780.25,4.68,22,-1.44381,-48.4699,2 quartos,3 camas
Hospedagem cop30 em Belém apartamentos de 2 suítes,Apartamento ⋅ Umarizal,4564.71,50211.81,0.0,0,-1.44406,-48.48747,2 quartos,2 camas
Excelente acomodação no Centro da Cidade,Apartamento ⋅ Jurunas,2047.64,22524.04,5.0,3,-1.468,-48.4954,1 quarto,2 camas
Apartamento no Coração da COP 30 Belém,Apartamento ⋅ Nazaré,3879.11,42670.21,0.0,0,-1.4486,-48.4788,2 quartos,3 camas
"Casa p/ 12 pessoas, 03 km da COP",Casa ⋅ Marco,2234.34,24577.74,0.0,0,-1.4425,-48.4509,4 quartos,6 camas
Belém cop 30,Apartamento ⋅ Nazaré,5071.77,55789.47,0.0,0,-1.4494,-48.4811,2 quartos,2 camas
Explore Belém com praticidade e aconchego- COP 30,Apartamento ⋅ Belém,2030.06,22330.66,0.0,0,-1.4644,-48.4978,2 quartos,3 camas
"Loft de luxo na COP, menos de 2km do evento",Apartamento ⋅ Belém,5655.79,62213.69,0.0,0,-1.4315,-48.4618,1 quarto,2 camas
"Apto completo COP30 
1.5km Aeroporto
3.5km Hangar",Apartamento ⋅ Belém,3423.53,37658.83,0.0,0,-1.3909,-48.4695,2 quartos,2 camas
COP 30 - Edif Foz do Iguaçu - Lindo apto,Apartamento ⋅ Marco,5650.86,62159.46,5.0,6,-1.438,-48.4703,2 quartos,2 camas
"Aparto 3/4 com suíte a 5'(1,6KM)do Hangar COP30.",Apartamento ⋅ Pedreira,1123.32,12356.519999999999,0.0,0,-1.4206,-48.4666,3 quartos,3 camas
Apartamento em Belém-PA | Estadia COP30,Apartamento ⋅ Jurunas,3902.83,42931.13,0.0,0,-1.467992387085027,-48.491958753165704,1 quarto,1 cama
"Studio- Centro de Belém
Apartamento 100% Mobiliado",Apartamento ⋅ São Brás,1456.06,16016.66,0.0,0,-1.4466,-48.4704,1 quarto,1 cama de casal
Apartamento amplo e confortável para Cop 30,Apartamento ⋅ Belém,5110.93,56220.23,0.0,0,-1.4334,-48.4599,3 quartos,4 camas
"COP 30 Apartamento novo,  muito bem localizado",Apartamento ⋅ Belém,4094.23,45036.53,0.0,0,-1.3891,-48.469,3 quartos,3 camas
Apartamento Conforto COP30,Apartamento ⋅ Batista Campos,10016.47,110181.17,0.0,0,-1.4590401920933735,-48.49596051612036,3 quartos,4 camas
COP 30 Apto proximo ao evento,Apartamento ⋅ Pedreira,3271.62,35987.82,0.0,0,-1.4316443827087852,-48.471056685483155,2 quartos,3 camas
Seu Lar para COP 30,Apartamento ⋅ Umarizal,7816.53,85981.83,0.0,0,-1.4459162087491717,-48.48518549930971,2 quartos,2 camas
Apartamento completo COP30,Apartamento ⋅ Belém,3101.93,34121.229999999996,0.0,0,-1.466646250291291,-48.49256728280025,3 quartos,3 camas
aluga-se apartamento para Cop 30,Apartamento ⋅ Batista Campos,2704.94,29754.34,0.0,0,-1.4648,-48.4876,1 quarto,2 camas
Aconchegante Apartamento Cidade Velha,Apartamento ⋅ Velha,5330.36,58633.96,4.87,120,-1.4624,-48.5004,2 quartos,4 camas
Aluguel para a Cop30 - apt de 2 quartos,Apartamento ⋅ Marco,3994.12,43935.32,0.0,0,-1.4324596559976848,-48.462863341559405,2 quartos,3 camas
